"Sample","Year","Month","Location","Sex","GSI","fLocation","fSex"
"2446" 2446 4 7 1 1 1.8931 "1" "M"
"2447" 2447 4 9 1 1 1.8856 "1" "M"
"2448" 2448 4 9 1 1 1.8512 "1" "M"
"2449" 2449 4 7 1 1 1.843 "1" "M"
"2450" 2450 4 10 1 1 1.8067 "1" "M"
"2451" 2451 4 7 1 1 1.7896 "1" "M"
"2452" 2452 4 9 1 1 1.7842 "1" "M"
"2453" 2453 4 7 1 1 1.7537 "1" "M"
"2454" 2454 4 12 1 1 1.746 "1" "M"
"2455" 2455 4 7 1 1 1.7194 "1" "M"
"2456" 2456 4 11 3 1 1.7106 "3" "M"
"2457" 2457 4 8 1 1 1.7005 "1" "M"
"2458" 2458 4 9 1 1 1.6958 "1" "M"
"2459" 2459 4 7 1 1 1.6549 "1" "M"
"2460" 2460 4 9 1 1 1.5621 "1" "M"
"2461" 2461 4 10 1 1 1.505 "1" "M"
"2462" 2462 4 9 1 1 1.5029 "1" "M"
"2463" 2463 4 7 1 1 1.4699 "1" "M"
"2464" 2464 4 9 1 1 1.4481 "1" "M"
"2465" 2465 4 9 1 1 1.4393 "1" "M"
"2466" 2466 4 8 1 1 1.4144 "1" "M"
"2467" 2467 4 12 1 1 1.4098 "1" "M"
"2468" 2468 4 11 3 1 1.3951 "3" "M"
"2469" 2469 4 8 1 1 1.3893 "1" "M"
"2470" 2470 4 7 1 1 1.3299 "1" "M"
"2471" 2471 4 9 1 1 1.3233 "1" "M"
"2472" 2472 4 7 1 1 1.3083 "1" "M"
"2473" 2473 4 9 1 1 1.2351 "1" "M"
"2474" 2474 4 9 1 1 1.2333 "1" "M"
"2475" 2475 4 7 1 1 1.2084 "1" "M"
"2476" 2476 4 7 1 1 1.1803 "1" "M"
"2477" 2477 4 8 1 1 1.1533 "1" "M"
"2478" 2478 4 7 1 1 1.1449 "1" "M"
"2480" 2480 4 8 1 1 1.0771 "1" "M"
"2481" 2481 4 8 1 1 1.0638 "1" "M"
"2482" 2482 4 9 1 1 1.0622 "1" "M"
"2483" 2483 4 8 1 1 1.0102 "1" "M"
"2484" 2484 4 9 1 1 0.9857 "1" "M"
"2485" 2485 4 7 1 1 0.9749 "1" "M"
"2486" 2486 4 8 1 1 0.9003 "1" "M"
"2487" 2487 4 8 1 1 0.8995 "1" "M"
"2488" 2488 4 8 1 1 0.8811 "1" "M"
"2491" 2491 4 8 1 1 0.7531 "1" "M"
"2493" 2493 4 9 1 1 0.6579 "1" "M"
"2494" 2494 4 8 1 1 0.6552 "1" "M"
"2495" 2495 4 8 1 1 0.6546 "1" "M"
"2496" 2496 4 7 1 1 0.6435 "1" "M"
"2497" 2497 4 8 1 1 0.6407 "1" "M"
"2498" 2498 4 9 1 1 0.6085 "1" "M"
"2501" 2501 4 10 1 1 0.5 "1" "M"
"2504" 2504 4 9 1 1 0.4441 "1" "M"
"2514" 2514 4 12 1 1 0.2481 "1" "M"
"2521" 2521 4 12 1 1 0.2082 "1" "M"
"2527" 2527 4 12 1 1 0.1614 "1" "M"
"2529" 2529 4 12 1 1 0.1516 "1" "M"
"2533" 2533 4 12 1 1 0.1432 "1" "M"
"2534" 2534 4 12 1 1 0.1432 "1" "M"
"2535" 2535 4 12 1 1 0.1424 "1" "M"
"2536" 2536 4 12 1 1 0.1419 "1" "M"
"2537" 2537 4 10 1 1 0.1406 "1" "M"
"2538" 2538 4 12 1 1 0.1406 "1" "M"
"2539" 2539 4 12 1 1 0.1402 "1" "M"
"2542" 2542 4 12 1 1 0.1366 "1" "M"
"2550" 2550 4 10 1 1 0.1225 "1" "M"
"2552" 2552 4 10 1 1 0.1206 "1" "M"
"2554" 2554 4 10 1 1 0.1173 "1" "M"
"2555" 2555 4 12 1 1 0.1103 "1" "M"
"2557" 2557 4 12 1 1 0.1082 "1" "M"
"2558" 2558 4 12 1 1 0.1078 "1" "M"
"2559" 2559 4 12 1 1 0.1061 "1" "M"
"2560" 2560 4 12 1 1 0.1057 "1" "M"
"2563" 2563 4 10 1 1 0.1003 "1" "M"
"2564" 2564 4 12 1 1 0.1 "1" "M"
"2565" 2565 4 12 1 1 0.0996 "1" "M"
"2566" 2566 4 12 1 1 0.0985 "1" "M"
"2567" 2567 4 12 1 1 0.0977 "1" "M"
"2568" 2568 4 12 1 1 0.0962 "1" "M"
"2569" 2569 4 12 1 1 0.0952 "1" "M"
"2571" 2571 4 10 1 1 0.0904 "1" "M"
"2572" 2572 4 10 1 1 0.0902 "1" "M"
"2573" 2573 4 12 1 1 0.0899 "1" "M"
"2574" 2574 4 12 1 1 0.0894 "1" "M"
"2575" 2575 4 10 1 1 0.0893 "1" "M"
"2576" 2576 4 12 1 1 0.0891 "1" "M"
"2578" 2578 4 10 1 1 0.0874 "1" "M"
"2579" 2579 4 10 1 1 0.0849 "1" "M"
"2581" 2581 4 12 1 1 0.0826 "1" "M"
"2582" 2582 4 12 1 1 0.0806 "1" "M"
"2583" 2583 4 12 1 1 0.0805 "1" "M"
"2585" 2585 4 12 1 1 0.0796 "1" "M"
"2586" 2586 4 12 1 1 0.0789 "1" "M"
"2588" 2588 4 10 1 1 0.0786 "1" "M"
"2589" 2589 4 12 1 1 0.0776 "1" "M"
"2590" 2590 4 12 1 1 0.0773 "1" "M"
"2591" 2591 4 10 1 1 0.0765 "1" "M"
"2592" 2592 4 10 1 1 0.076 "1" "M"
"2593" 2593 4 9 1 1 0.0757 "1" "M"
"2594" 2594 4 12 1 1 0.0755 "1" "M"
"2595" 2595 4 10 1 1 0.0741 "1" "M"
"2596" 2596 4 12 1 1 0.0741 "1" "M"
"2597" 2597 4 12 1 1 0.0733 "1" "M"
"2598" 2598 4 12 1 1 0.0731 "1" "M"
"2599" 2599 4 12 1 1 0.0728 "1" "M"
"2601" 2601 4 12 1 1 0.071 "1" "M"
"2602" 2602 4 12 1 1 0.0693 "1" "M"
"2604" 2604 4 12 1 1 0.0678 "1" "M"
"2605" 2605 4 12 1 1 0.0676 "1" "M"
"2607" 2607 4 10 1 1 0.0657 "1" "M"
"2608" 2608 4 12 1 1 0.0654 "1" "M"
"2609" 2609 4 10 1 1 0.063 "1" "M"
"2611" 2611 4 12 1 1 0.0577 "1" "M"
"2613" 2613 4 12 1 1 0.0567 "1" "M"
"2614" 2614 4 8 1 1 0.054 "1" "M"
"2616" 2616 4 10 1 1 0.053 "1" "M"
"2617" 2617 4 12 1 1 0.0497 "1" "M"
"2619" 2619 4 10 1 1 0.0481 "1" "M"
"2622" 2622 4 10 1 1 0.0455 "1" "M"
"2623" 2623 4 12 1 1 0.0452 "1" "M"
"2624" 2624 4 10 1 1 0.0423 "1" "M"
"2625" 2625 4 10 1 1 0.0417 "1" "M"
"2626" 2626 4 10 1 1 0.0398 "1" "M"
"2627" 2627 4 12 1 1 0.0398 "1" "M"
"2628" 2628 4 10 1 1 0.0367 "1" "M"
"2629" 2629 4 8 1 1 0.0358 "1" "M"
"2630" 2630 4 12 1 1 0.0356 "1" "M"
"2632" 2632 4 10 1 1 0.0343 "1" "M"
"2633" 2633 4 10 1 1 0.0335 "1" "M"
"2634" 2634 4 10 1 1 0.0331 "1" "M"
"2636" 2636 4 10 1 1 0.0307 "1" "M"
"2638" 2638 4 12 1 1 0.0258 "1" "M"
"2640" 2640 4 10 1 1 0.02 "1" "M"
"2642" 2642 4 12 1 1 0.0165 "1" "M"
"2643" 2643 4 10 1 1 0.0132 "1" "M"
"2644" 2644 4 12 1 1 0.007 "1" "M"
